Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-11 09:00:00+02:00,465.0,465.20001220703125,464.54998779296875,464.95001220703125,0,0.0,0.0
2025-08-11 09:01:00+02:00,464.75,465.79998779296875,464.3999938964844,465.79998779296875,1255,0.0,0.0
2025-08-11 09:02:00+02:00,466.0,466.25,465.70001220703125,466.1000061035156,347,0.0,0.0
2025-08-11 09:03:00+02:00,466.3500061035156,466.45001220703125,465.3500061035156,466.1000061035156,622,0.0,0.0
2025-08-11 09:04:00+02:00,466.1499938964844,466.8500061035156,465.95001220703125,466.54998779296875,336,0.0,0.0
2025-08-11 09:05:00+02:00,466.45001220703125,466.75,466.1000061035156,466.6000061035156,479,0.0,0.0
2025-08-11 09:06:00+02:00,466.70001220703125,467.8500061035156,466.6000061035156,467.70001220703125,406,0.0,0.0
2025-08-11 09:07:00+02:00,467.3999938964844,467.54998779296875,466.45001220703125,466.75,259,0.0,0.0
2025-08-11 09:08:00+02:00,466.70001220703125,466.70001220703125,465.95001220703125,466.29998779296875,316,0.0,0.0
2025-08-11 09:09:00+02:00,466.25,466.25,465.8500061035156,465.8999938964844,233,0.0,0.0
2025-08-11 09:10:00+02:00,465.8999938964844,465.8999938964844,465.5,465.5,372,0.0,0.0
2025-08-11 09:11:00+02:00,465.6000061035156,465.8500061035156,465.04998779296875,465.04998779296875,387,0.0,0.0
2025-08-11 09:12:00+02:00,465.0,465.0,464.3500061035156,464.5,715,0.0,0.0
2025-08-11 09:13:00+02:00,464.25,464.79998779296875,463.8500061035156,464.6499938964844,804,0.0,0.0
2025-08-11 09:14:00+02:00,464.70001220703125,464.70001220703125,464.29998779296875,464.3999938964844,474,0.0,0.0
2025-08-11 09:15:00+02:00,464.3500061035156,464.54998779296875,463.8999938964844,464.1000061035156,365,0.0,0.0
2025-08-11 09:16:00+02:00,464.1000061035156,464.1000061035156,463.54998779296875,463.75,64,0.0,0.0
2025-08-11 09:17:00+02:00,463.75,463.8500061035156,463.70001220703125,463.70001220703125,142,0.0,0.0
2025-08-11 09:18:00+02:00,463.70001220703125,464.17498779296875,463.70001220703125,464.1499938964844,588,0.0,0.0
2025-08-11 09:19:00+02:00,463.8999938964844,463.8999938964844,463.54998779296875,463.8999938964844,226,0.0,0.0
