Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-12 09:00:00+02:00,460.0,461.0,459.6499938964844,460.3999938964844,0,0.0,0.0
2025-08-12 09:01:00+02:00,460.25,461.3999938964844,460.04998779296875,461.1499938964844,253,0.0,0.0
2025-08-12 09:02:00+02:00,460.8999938964844,461.45001220703125,460.8999938964844,461.3999938964844,121,0.0,0.0
2025-08-12 09:03:00+02:00,461.6000061035156,462.04998779296875,461.45001220703125,461.70001220703125,287,0.0,0.0
2025-08-12 09:04:00+02:00,461.29998779296875,461.45001220703125,460.25,460.3999938964844,342,0.0,0.0
2025-08-12 09:05:00+02:00,460.29998779296875,461.1000061035156,460.0,460.95001220703125,850,0.0,0.0
2025-08-12 09:06:00+02:00,460.8500061035156,461.0,460.3500061035156,460.8500061035156,652,0.0,0.0
2025-08-12 09:07:00+02:00,460.70001220703125,461.20001220703125,460.70001220703125,461.0,327,0.0,0.0
2025-08-12 09:08:00+02:00,461.0,461.3999938964844,460.95001220703125,461.0,788,0.0,0.0
2025-08-12 09:09:00+02:00,461.1499938964844,461.20001220703125,460.6000061035156,460.8500061035156,960,0.0,0.0
2025-08-12 09:10:00+02:00,460.70001220703125,460.79998779296875,460.0,460.0,629,0.0,0.0
2025-08-12 09:11:00+02:00,459.8500061035156,460.45001220703125,459.8500061035156,460.3999938964844,343,0.0,0.0
2025-08-12 09:12:00+02:00,460.25,460.8500061035156,460.20001220703125,460.75,586,0.0,0.0
2025-08-12 09:13:00+02:00,460.75,460.75,460.25,460.25,194,0.0,0.0
2025-08-12 09:14:00+02:00,460.25,460.3500061035156,460.04998779296875,460.20001220703125,165,0.0,0.0
2025-08-12 09:15:00+02:00,460.25,460.6499938964844,460.20001220703125,460.20001220703125,738,0.0,0.0
2025-08-12 09:16:00+02:00,460.20001220703125,460.20001220703125,459.5,459.6000061035156,505,0.0,0.0
2025-08-12 09:17:00+02:00,459.6499938964844,459.75,459.3500061035156,459.3999938964844,355,0.0,0.0
2025-08-12 09:18:00+02:00,459.6499938964844,459.6499938964844,458.95001220703125,459.1000061035156,337,0.0,0.0
2025-08-12 09:19:00+02:00,458.8999938964844,459.1000061035156,458.8999938964844,459.0,666,0.0,0.0
2025-08-12 09:20:00+02:00,459.1499938964844,459.45001220703125,459.0,459.1000061035156,807,0.0,0.0
2025-08-12 09:21:00+02:00,459.1000061035156,459.5,459.04998779296875,459.1000061035156,1165,0.0,0.0
2025-08-12 09:22:00+02:00,459.1000061035156,459.70001220703125,458.95001220703125,459.6499938964844,557,0.0,0.0
2025-08-12 09:23:00+02:00,459.75,459.8500061035156,459.75,459.75,216,0.0,0.0
2025-08-12 09:24:00+02:00,459.8500061035156,460.04998779296875,459.79998779296875,460.0,242,0.0,0.0
2025-08-12 09:25:00+02:00,460.25,460.25,459.79998779296875,459.95001220703125,175,0.0,0.0
2025-08-12 09:26:00+02:00,459.95001220703125,460.1000061035156,459.8500061035156,459.8999938964844,136,0.0,0.0
2025-08-12 09:27:00+02:00,459.8999938964844,459.8999938964844,459.6000061035156,459.8500061035156,174,0.0,0.0
2025-08-12 09:28:00+02:00,459.75,460.1000061035156,459.75,459.95001220703125,129,0.0,0.0
2025-08-12 09:29:00+02:00,459.75,459.8500061035156,459.45001220703125,459.45001220703125,100,0.0,0.0
2025-08-12 09:30:00+02:00,459.5,459.54998779296875,459.1000061035156,459.1499938964844,244,0.0,0.0
2025-08-12 09:31:00+02:00,459.1499938964844,459.29998779296875,458.70001220703125,459.20001220703125,273,0.0,0.0
2025-08-12 09:32:00+02:00,459.1499938964844,459.25,458.8500061035156,458.8500061035156,614,0.0,0.0
2025-08-12 09:33:00+02:00,458.8500061035156,458.95001220703125,458.8500061035156,458.8500061035156,23,0.0,0.0
2025-08-12 09:34:00+02:00,458.5,458.79998779296875,458.3999938964844,458.3999938964844,247,0.0,0.0
2025-08-12 09:35:00+02:00,458.29998779296875,458.5,458.29998779296875,458.45001220703125,194,0.0,0.0
2025-08-12 09:36:00+02:00,458.5,458.6499938964844,458.3999938964844,458.45001220703125,224,0.0,0.0
2025-08-12 09:37:00+02:00,458.54998779296875,458.54998779296875,458.1000061035156,458.1499938964844,229,0.0,0.0
2025-08-12 09:38:00+02:00,458.20001220703125,458.20001220703125,458.0,458.20001220703125,833,0.0,0.0
