Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-12 09:30:00-04:00,228.0050048828125,229.1300048828125,227.9199981689453,229.0500030517578,2251492,0.0,0.0
2025-08-12 09:31:00-04:00,229.05999755859375,229.89999389648438,228.8800048828125,229.7028045654297,492671,0.0,0.0
2025-08-12 09:32:00-04:00,229.7100067138672,229.89999389648438,228.9375,229.1300048828125,379305,0.0,0.0
2025-08-12 09:33:00-04:00,229.1580047607422,229.389892578125,229.0800018310547,229.27499389648438,93110,0.0,0.0
2025-08-12 09:34:00-04:00,229.47000122070312,229.92999267578125,229.25999450683594,229.82989501953125,482406,0.0,0.0
2025-08-12 09:35:00-04:00,229.8300018310547,229.9398956298828,228.7100067138672,228.72000122070312,397287,0.0,0.0
2025-08-12 09:36:00-04:00,228.72999572753906,229.0,228.55999755859375,228.80999755859375,280471,0.0,0.0
2025-08-12 09:37:00-04:00,228.84500122070312,228.84500122070312,228.39999389648438,228.63999938964844,194559,0.0,0.0
2025-08-12 09:38:00-04:00,228.625,228.82000732421875,228.50999450683594,228.55999755859375,144416,0.0,0.0
2025-08-12 09:39:00-04:00,228.60000610351562,228.69219970703125,228.42999267578125,228.5500030517578,161290,0.0,0.0
2025-08-12 09:40:00-04:00,228.564697265625,228.5800018310547,227.95469665527344,228.3300018310547,256372,0.0,0.0
2025-08-12 09:41:00-04:00,228.31849670410156,228.4770050048828,228.1708984375,228.35980224609375,198773,0.0,0.0
2025-08-12 09:42:00-04:00,228.39999389648438,228.41000366210938,228.0500030517578,228.3199005126953,152035,0.0,0.0
2025-08-12 09:43:00-04:00,228.2949981689453,228.41000366210938,228.0,228.0399932861328,133549,0.0,0.0
2025-08-12 09:44:00-04:00,228.0399932861328,228.0850067138672,227.3300018310547,227.375,329509,0.0,0.0
2025-08-12 09:45:00-04:00,227.36000061035156,227.42999267578125,227.24000549316406,227.33999633789062,59022,0.0,0.0
2025-08-12 09:49:00-04:00,227.4199981689453,227.5399932861328,227.38999938964844,227.39999389648438,784767,0.0,0.0
2025-08-12 09:50:00-04:00,227.40499877929688,227.42999267578125,227.10000610351562,227.42999267578125,195665,0.0,0.0
2025-08-12 09:51:00-04:00,227.47000122070312,227.7050018310547,227.3000946044922,227.57000732421875,183484,0.0,0.0
2025-08-12 09:52:00-04:00,227.56500244140625,227.82000732421875,227.41729736328125,227.74989318847656,147691,0.0,0.0
2025-08-12 09:53:00-04:00,227.74000549316406,227.9499969482422,227.6999969482422,227.94650268554688,116063,0.0,0.0
2025-08-12 09:54:00-04:00,227.94000244140625,228.33970642089844,227.87010192871094,228.33970642089844,224178,0.0,0.0
2025-08-12 09:55:00-04:00,228.31300354003906,228.5998992919922,228.27000427246094,228.36500549316406,224104,0.0,0.0
2025-08-12 09:56:00-04:00,228.3699951171875,228.3820037841797,227.88999938964844,227.99000549316406,245730,0.0,0.0
2025-08-12 09:57:00-04:00,228.0,228.1613006591797,227.89999389648438,227.94000244140625,159360,0.0,0.0
