step,0,1,2
79,466.42777334218596,459.72239385585283,461.97070217778395
80,466.277024120217,460.0714566628752,462.20252593071217
81,466.8378250513085,460.5981359448016,462.2458490941079
82,466.18547031622046,460.89483682275164,462.15424419781544
83,466.20602938199903,460.5464675158074,462.5118649425397
84,465.9745188873463,460.1522143372793,461.88405301969004
85,465.95991229437766,460.50263180378965,461.7276145581604
86,465.6357309672131,460.80513144920803,461.35305734394103
87,465.6041993361486,460.7304627997373,460.9021979339462
88,465.46034450871053,460.8262248269288,461.38534384261754
89,465.5994098198646,460.4803816855141,461.8259111409889
90,466.29311304683307,460.84849212640717,461.43123600756536
91,467.2163210186991,460.78632637109905,461.776899885431
92,466.7716598666904,460.3684653731226,462.394008565032
93,466.8299449443644,460.758972556405,461.9702290658624
94,466.56586526074375,460.6572297309699,461.18689460902334
95,467.0080168555452,460.96279395653477,460.79967905595544
96,466.91159683599307,460.7981172257191,461.0476570569115
97,467.13419655263516,461.1598638139364,461.06637624182434
98,466.8924621808331,461.2254886401848,460.8887932303329
99,466.3860629291878,460.842547065451,460.99028768112595
100,466.48980334347107,460.4160591869932,460.5146855042793
101,466.07075852300153,461.05732940769934,460.9962518615389
102,466.2665810892895,461.4271322656408,461.4785511197084
103,466.6475499836286,460.9135620509902,461.93926278956366
104,466.68790484258506,461.2108837268426,461.9577868321996
105,466.39981939189164,460.85432651925265,461.8013755201634
106,466.06613912522675,460.2603075080441,462.0752178011897
107,465.3114718442394,460.23555469685226,461.8350708511184
108,465.346731682826,460.48927590843505,461.68880222797804
109,465.07659028914384,460.7709645797226,461.38725761085635
110,465.13779592245083,460.7068420695728,460.8226895506744
111,464.3908124489366,460.89215452683527,460.9445049255532
112,463.8243697241333,460.48003554796213,460.78055709751806
113,464.52571265270115,460.2437185927441,460.6835175124059
114,464.4122520357309,460.5345728013145,460.22319036615846
115,463.8513208734675,460.2832857570822,460.3788426358659
116,463.98098525970903,460.2490636190855,459.8338270537501
117,464.36026670608845,460.1952485257626,458.5992718895196
118,465.27658748016086,460.6657449241521,458.7066841263351
119,464.9817052526963,460.63053279689154,458.4649307559565
120,464.8387793741934,460.6506375456727,458.54981905013375
121,464.7771470459013,461.03986494342587,458.51695504421104
122,464.56869991032465,460.30590756595245,458.89702342522264
123,464.6976036553667,460.1576236364252,459.2769248236366
124,464.5475023879085,460.7754981753572,459.01007578000986
125,464.66840481709875,461.31135619737336,459.16294063138884
126,464.3314080191529,461.4720065828936,459.57526450762987
127,464.4983386763293,461.6054996868905,459.84796396201955
128,465.20847436819497,461.2844865310067,459.4210893234455
129,465.5032086312473,460.9719094133678,459.6885561691171
130,465.1033506936209,460.48520940618226,459.70840202587436
131,465.0354771024548,460.66263092196294,459.98616326400696
132,465.28434171582563,461.05591025689085,459.7355159442518
133,465.1582747906619,461.2107528886163,459.25718061213325
134,465.5800974585827,461.2099949114393,459.7769506990248
135,465.5726817999407,462.1069631789465,459.8908840886449
136,465.6533476347776,462.1659140765258,459.66833792976826
137,465.7710304711915,462.51875672909875,460.16452131945044
138,465.7220117382248,462.84368333056585,460.0460466897732
139,466.3253437333025,462.97494213837365,461.1964933359817
140,466.3025268608668,463.2563606431714,461.403978882384
141,466.3778780736918,463.48655113391646,460.92968525936055
142,465.7139353622993,463.5139538687918,460.5720753547084
143,465.63248833315515,462.8873261961619,460.55661337984566
144,465.7178553055481,462.88002812905296,460.18568702430645
145,465.713871755741,463.00209435626033,460.61649710937667
146,465.71572487149274,463.08428741836383,460.13286398774886
147,465.42299587923304,463.09725549536694,460.5705389548352
148,465.33712274963017,462.9480688039499,460.6406144132552
149,465.31916527015994,463.23742747383943,460.4558345370258
150,465.6289555779121,462.8871923253772,460.376168910252
151,465.26508267052884,462.90039998542824,460.40849231613987
152,465.2257598337755,463.64064672448706,460.2998743805307
153,464.9670377677915,463.836839519715,459.8413062958286
154,464.8218036294261,463.88836550739404,459.7856837172911
155,465.1856357378601,464.1231388680176,459.8536516571564
156,464.99453784473343,463.5048135550157,459.8997745994252
157,464.78719687248224,463.19503954242134,460.41631001844775
158,465.462249808325,463.1159311632469,459.96718036015136
159,465.6705965056002,463.4569705437605,459.8105540298979
160,465.64344562561547,462.89373206300814,459.51572565541005
161,465.2375652103164,462.4551442463975,458.65431022208304
162,465.34351525086936,462.476300255903,459.08204364074305
163,465.17136626144736,462.10146540710366,458.5839206051439
164,464.5849319005275,461.7375662911989,458.0280872497293
165,465.0008580031627,461.2866467856374,457.7467572443329
166,464.8984664714404,461.8921411470393,457.13255529834566
167,465.28705256662573,461.95098583241764,457.06340705294673
168,465.3770206492404,462.15217663424875,457.44861912606376
169,465.2171093542853,461.99986687456044,457.5656288838596
170,465.0404845983915,461.6157597709775,457.40423072355463
171,465.1730196275534,462.03425291397457,457.6537577705266
172,465.1021679970215,462.03026880618836,457.68624146379926
173,465.36005462910754,462.24305482739953,458.0824159630205
174,465.56649670597216,462.8514057807822,458.2434168628213
175,465.6678217687346,462.92704404182876,458.385024924805
176,465.984102359697,463.55772707513137,458.0563915839732
177,465.7522156836916,463.7798389858639,457.67074349364884
178,465.9720723766229,463.6236791438453,457.7952588524794
179,465.6590222777204,463.5834535827492,458.3932959668432
180,466.07020187996346,463.2588427466806,459.2678882696524
181,465.64263523417065,462.73033037450944,459.2683946996006
182,465.9101098460615,462.8541448545063,459.81261077230954
183,466.2800242592934,462.1797355391902,459.6245446157768
184,466.40087664805196,462.3425992487745,458.8281121520083
185,466.96350740556227,462.73318301332085,458.7715248878039
186,466.3453113470341,462.39149800579384,458.58100313669127
187,466.3959413065654,462.15067759757085,458.3224912234409
188,466.3961901068371,462.4003422512379,458.4582178332151
189,465.9610981175906,461.5915923197936,458.3173811890356
190,466.1727587667121,461.5585607987432,458.3208945131649
191,466.5192070005571,462.2502179504748,458.0610062584845
192,466.4304741127026,462.4098093426796,457.12547158896956
193,465.6956109134685,462.0388884592955,457.2500736353015
194,465.5626241856063,462.3560059247949,457.1336211018624
195,464.9699056731659,462.3212696371576,457.07363344360095
196,465.27009439831164,462.19308827213257,457.34585026982205
197,465.44647992128984,462.40196535140734,457.87755968818846
198,465.55532213529716,462.08207766448857,458.0232314969345
199,465.61947671153774,462.4842593326646,457.46665049613785
200,465.91438957408667,463.2693667946039,457.5281964659312
201,466.17378530056243,463.3202037874166,457.6405668352577
202,466.34363892943617,463.57341010013437,457.3566925573129
203,466.43715148719446,464.09248095545456,457.4463409514734
204,466.23845849523514,464.09391459523965,457.11023898397303
205,466.10311585385955,463.8494874062119,457.26461602010284
206,466.54301919241004,464.16699607206397,457.0661786490799
207,466.9197876226061,464.3202168326566,457.3335053983702
208,467.1591401210639,464.3709620080716,457.63746434498927
209,467.159492889427,465.23653045833026,457.9879949151068
210,467.4712372078487,465.3636308800507,458.04443700467783
211,467.87301913694245,464.7481239889266,458.5869613977717
212,467.8765888345668,464.54254557151785,457.88010480552214
213,467.87394380871433,464.66003365324235,458.1624704042426
214,467.7668583708219,464.4438574290313,458.3060550685328
215,468.2616367526031,463.8218157416698,457.7388377472195
216,468.6255228307799,464.49664073209726,457.95244781151223
217,469.24827339924207,465.43439956493967,458.0515175797234
218,469.58566125579756,465.31762072723825,458.03830054026383
219,469.0150689544217,465.00823540509447,457.9034303914642
220,469.228914932596,465.37767702229183,457.9807087106308
221,469.46338383320517,466.2940919773604,457.75323088224246
222,469.9644098119945,466.39749548872913,457.45468047336135
223,469.8651203958059,465.9583260546709,457.71384687207814
224,469.70512186981654,465.87041343892673,457.7289441480575
225,469.80927481718976,466.11940694864165,457.57653869916345
226,468.94403135019974,466.24840695667,457.37109151582496
227,468.93015325041335,466.4449333280929,457.48332875930475
228,469.1805992456967,466.4205977111763,457.42932998433577
229,469.00628850252485,466.23636922574264,457.42191136600167
230,468.64382785530444,465.7745710599748,457.1924850224326
231,468.91714308240165,466.105498955948,456.9278330960667
232,468.7198039176144,466.51804362444335,456.8006642314328
233,468.27331813081594,466.5266742127004,456.82006254911295
234,468.11779942278133,466.09251881777305,457.2614226368143
235,468.6820498955745,466.06829709040056,457.5494752422209
236,469.28975437016925,466.33638650776504,457.326247608238
237,469.04794110007884,465.9517243870155,456.89863585405203
238,468.4610861926284,465.9340820281929,456.7006565745473
239,468.4876347169177,465.9528707348605,456.4863108430906
240,468.27164228048366,466.3719687447678,456.15374646860084
241,467.52363360002204,465.8557347478817,456.26996311584827
242,467.6730736241865,465.343373782208,455.7651715190084
243,467.75461938146265,465.1903695653455,455.5830010332956
244,467.71815663473643,464.69774706820994,455.99844582789024
245,467.68302176252183,463.88312292385575,456.28040478910276
246,467.1140411231056,463.6140060574499,456.4265419949206
247,466.98469533622176,463.9206236180707,456.73220470463554
248,467.6498541424836,464.6842916258766,456.1901944589906
249,467.9687627270579,463.7217765196159,456.03406873465684
250,467.98270103045144,463.104549453181,456.7367734759418
251,468.18945798580785,462.78195507250086,456.03243559686035
252,468.36573369188653,462.4465560339314,456.1414016200258
253,468.61694863137797,462.0541253751997,456.08125525558773
254,468.66846073826343,462.5415251440099,455.67831858707655
255,468.07077628803063,462.90716891082985,455.15305970473815
256,468.30451869009454,462.80901597670123,455.0271799971396
257,468.6546548192903,462.93474297829715,454.9765755052256
258,468.6559610474649,463.34513944692173,454.75406494535036
259,469.20160299050895,463.37057925155847,454.46612015921085
260,468.76774426028817,463.21605143517377,453.9127957302087
261,468.8684027629638,463.1163168863447,453.8475026795885
262,468.7380261591791,462.5125689722073,454.0848960135002
263,468.5882388851272,463.16119307766724,454.2113443652474
264,468.94370601731845,462.84137092467023,454.0771708853074
265,469.0860848566983,462.664750943605,453.9788478006127
266,469.59791467209885,462.90861525426493,453.95420238308634
267,469.29781025079535,463.26183618677555,453.9826583153023
268,469.5301748175207,463.496049619697,453.8644988957065
269,469.3482860476473,462.41485804917755,454.55408359819495
270,468.7280871107122,462.0174056934202,454.28685305252094
271,468.88748738222847,462.12450587770064,454.55544602544546
272,468.2934716368711,462.5016121180869,454.84572946151553
273,467.8627015210607,462.52706407641676,454.7134659198108
274,467.9274867755399,462.6647417446689,454.2199946426175
275,468.19982361198254,463.1837937096475,453.88632441642466
276,467.7277826684281,462.9134438449622,453.99434974350254
277,467.6668140358152,462.8873798171588,453.54043498878764
278,467.9495766724422,462.252044545491,453.51730594216593
279,468.01718492461526,462.0134025586058,453.4702157978238
280,468.07934958066795,461.8609765714769,453.39662169631976
281,467.3974303700891,461.68828062635833,454.0136038785043
282,467.2301509096447,461.66350949189984,454.1831524379535
283,467.08724081120096,461.502996353309,453.9592666145699
284,467.2569264570744,461.77316040029183,454.26177418557126
285,467.0613344139054,461.31693889451765,454.1017233970454
286,467.170021962222,460.76351898640405,453.9430104764944
287,467.10468679994256,460.9560659641136,453.4457055001861
288,467.03118769395263,460.99431559097246,453.6994318258351
289,466.9606792499328,461.6143156641131,453.3295960240538
290,467.09329462773616,461.57778816842455,453.74680917390396
291,466.686410763639,461.9812341756922,453.76566975783106
292,467.13454956187616,461.6519022593949,454.305439731818
293,467.1643858778445,461.9573929396517,454.7683663576443
294,467.33608318033015,461.71468945673274,454.4274791897969
295,467.5357436602463,461.5897005250368,454.11641632366525
296,467.80714920182976,461.58051633212443,454.2230804867865
297,468.1682498650269,461.544166949261,454.5442224648497
298,468.48958141633915,461.2439617834819,454.54003632488866
299,468.6197588471219,461.21919725022667,455.45073406482743
300,468.94320794506564,461.6025770685497,454.88871514753305
301,467.9663385575729,461.0104410909615,454.80641395668476
302,468.06535307788505,461.0900721850359,455.0470989515592
303,468.11580624398914,460.7725592820634,455.8501421672858
304,468.096937458509,461.00340773319266,455.6630185194248
305,468.34357473075335,460.992865752782,456.4917444618314
306,468.11241326709137,460.2337101083422,457.30354342286716
307,468.07013474219644,459.88732730319134,457.5709435390995
308,468.17776554746786,460.01727818257183,457.6143764727854
309,469.06919859649855,459.9035403524626,457.3620286369732
310,469.26929341156443,459.37842680321654,457.35188469070744
311,469.3274799944355,459.2357643896781,457.06355760056965
312,469.6811172667761,459.16904339889516,457.0722247381568
313,470.33648851943695,459.5624765313205,457.353523514871
314,470.53640915417543,459.6337771968208,456.89112687392645
315,470.8630736099848,459.7618691052998,456.78015315466274
316,471.1678021042863,459.3747335002496,456.6159791788976
317,471.0957510063195,458.79262266824173,456.785747295899
318,470.5333438748054,458.97913416810417,456.97553051775253
319,470.9052206009894,459.24066148007887,456.629428359225
320,470.23333256787896,459.4685101391924,456.97661216200737
321,470.6397273827531,459.57630079506214,457.349946962407
322,470.10624733932326,460.04252159382014,457.31845013951653
323,470.3742946533971,460.4493325118788,457.06444907642117
324,469.8048505276368,460.6815980520908,456.5622917022268
325,470.0788507021992,460.3696329618412,455.8048101449472
326,470.3575145937976,460.5818039459586,455.5579760541882
327,470.2207231739248,460.14210031177674,454.4141624018148
328,470.56554097150087,460.52789254331304,454.39076502342664
329,470.67704389695285,460.779841985506,454.0449505725813
330,470.3896054991922,460.5819094509188,454.36529331333105
331,470.8237350158005,460.9411532168491,454.11536122010284
332,470.52110103820723,461.5034311774879,454.2638439967744
333,470.33460457088773,461.9386654873573,453.8521831308789
334,470.4494567633566,462.12915033942767,454.11556583111116
335,470.96226759010915,461.5620813841471,453.3974168817645
336,470.96853228344236,462.4195774715181,453.38747275779434
337,471.04876271364583,462.2505373041637,453.440413137394
338,471.09919326775974,461.3400834484095,454.09159631399893
339,471.2180737253867,461.15488372602147,454.64773677847467
340,471.2623989560503,461.5693780910986,454.6305454426022
341,470.9484464190705,461.7491344529052,454.43697708756275
342,469.6893946770808,461.5153191942668,454.6096623396028
343,469.71685231136667,461.52184458465734,453.9953977362732
344,469.1916607148393,461.56038928087924,454.0117941028315
345,468.59477764844644,462.6154423635179,454.16271580860723
346,468.4809236096295,463.1735336936579,454.22657251270516
347,468.9681364119149,463.1569489094179,454.8495647033239
348,467.9195401064131,463.6100386155467,455.21945609034515
349,467.78473998571224,463.7250845578403,455.5622613306359
350,467.96965526138644,463.7023438958557,455.04530899415306
351,468.14356419447927,463.3463751893107,454.92036988806285
352,468.35330326004663,462.656743315852,454.8614876606824
353,468.52020814474855,462.9527113491076,455.40971116128367
354,468.4226109742376,462.87237504051745,455.6470556111034
355,468.19969806020765,463.19749049402293,455.81367374634596
356,468.648565932066,463.98773246154053,456.1448579514515
357,467.70591035716967,463.6878567510073,456.0205655722272
358,467.92715748594327,463.9386981017173,456.1046128398483
359,468.5038039614282,464.0436503597269,456.68571135695703
360,469.05610067268225,463.576751080187,456.3082187620626
361,468.5445898983222,464.4302214240917,456.273399598801
362,468.08152939256763,464.1330368078005,456.33563460853173
363,468.288443646564,464.4879022928768,456.0559301693659
364,468.6639106299258,464.43020320640346,455.96482508272805
365,469.1242453240836,464.17008514803376,455.48003417249663
366,469.32181501254854,464.362522630705,455.36913526257325
367,469.23849828128795,464.39563014647973,454.8222436744868
368,468.74483876967173,464.43586132311316,455.2116141808903
369,469.0411724450559,464.41138079273543,455.5696824511062
370,468.8967932667341,464.1609363579561,454.54964390423066
371,469.0626908461114,464.8319458748233,454.03175574196
372,469.17902799572323,464.58950695816753,454.1939838735834
373,469.6522825237628,464.24841811788787,454.13459172930135
374,469.5474212820114,464.0325570727869,453.9686922488296
375,469.6996849292824,464.51675510449525,453.71362285231845
376,469.229456553365,464.6827784843767,453.481390358105
377,469.6050932883879,464.9631621001479,453.64312110473315
378,469.29324782462095,465.1247702269385,453.8144084001999
379,469.0440738451179,464.8449098431218,454.54208386705005
380,469.910572601698,464.73964918147453,454.4794743263085
381,469.61498826916403,464.65580202541497,454.19242387892103
382,470.09426249550313,464.3637311921941,454.11919231424287
383,470.3448949828094,464.5192818028518,454.52051926716416
384,470.54567654063686,464.6552728823018,454.92339668396346
385,470.40954145805176,464.38471525953656,454.4495917014289
386,470.5460888527544,464.5126685900461,453.8791669461577
387,470.62195184257064,464.3266229340707,453.611554738303
388,470.5346084680471,465.0561149195637,453.6868430107558
389,470.9950286176117,465.16035806005596,453.4567040830314
390,471.0781092723336,465.0619677505088,453.2268814433243
391,471.2271059978561,464.7736635859917,453.0625493513678
392,470.8685473747304,464.91034379118935,452.79561486890566
393,470.76251327719416,465.1684910704629,453.0543648733123
394,470.3812975651435,465.34212875800597,452.82909476995434
395,470.25615011597046,465.5771502655114,452.716239455331
396,469.8693940137337,465.3946390011483,453.4784467537685
397,469.66410425136166,465.49602278022815,453.7788067128755
398,470.11133190737775,464.86846432484714,454.2712043179613
399,470.3009051590282,465.6030022106611,453.65115483122753
400,469.9822290388152,465.65370241518315,453.96689419463667
401,470.55417185526454,465.64929774169843,453.9497301435976
402,470.1821495691313,465.07139943180374,453.21133487293037
403,470.4229849298276,464.87036975117644,453.8578921057731
404,470.42982960770655,464.88888014145806,453.357170024497
405,471.2803210995817,464.80365791317377,452.7936180133199
406,471.59696844484796,465.13198781812014,453.09746839738057
407,471.20930858475634,465.1116500521103,453.14586818155925
408,470.7775337123858,465.213631541304,453.69085096288075
409,471.1997417566588,465.6661210987244,454.0148139161042
410,470.9871857972986,465.14697763894685,453.74136838614965
411,470.7588117507661,464.38504004378825,453.6416535155257
412,470.7564142575377,464.9305733430108,453.51473448743735
413,470.29377236701,464.3781957891311,453.53926108286123
414,470.5698382207129,464.9962260046639,453.2810574044093
415,471.0325250096961,465.2444004252901,453.51780407233446
416,471.2469876107755,465.49926740365476,453.0965328848225
417,471.2505751654101,465.2182340328113,453.2288282430301
418,471.62892182763204,464.58039701062097,452.8636855997289
419,472.51813745766225,464.29803729229457,453.14326554097056
420,472.4022669527757,464.13626681342726,453.4716299138979
421,472.4995309617719,463.8439046976839,454.21365625428587
422,471.87930322476393,464.04194276442047,454.18553358829195
423,471.35827668057027,463.15972623263787,454.34354894480487
424,470.93582838184363,463.19649435637774,454.0101432852341
425,471.02556010974496,463.5662049767475,453.76141447500584
426,471.04283953189724,463.26691507613106,453.49323210509755
427,471.3582489192925,463.2126023024698,454.15432730325676
428,470.4240378333559,462.8741878333305,454.69899299166826
429,470.425695671544,463.0324720590029,455.1014982774413
430,470.1189256505024,462.9441677833702,455.15692265796963
431,469.80827428143124,463.59886295096067,455.38214322852645
432,469.76909696660954,463.2266520162752,455.20818992337814
433,469.39856114910776,463.5279579005268,454.8716511548739
434,469.49750308855346,463.2743885665102,455.0898440674167
435,469.2472825041666,462.84070184771014,454.69359189136594
436,469.31373485791323,463.11010965184164,454.0946820109027
437,469.562340957337,462.9968304354982,454.22607593586554
438,469.09589552974865,463.3354761083982,454.3934399713611
439,469.41209201172444,463.91872391450005,454.5053167890065
440,469.0813545346682,463.7475964071922,454.8058680995234
441,468.8843205314726,463.791554493412,454.84721118485135
442,468.99309191141424,463.38443060427727,454.5570315920078
443,468.6988357477564,463.3559958675084,454.67733039877527
444,468.60140040150577,463.8253161562393,454.5509484971368
445,469.34992335268606,464.06954839881666,454.2230540520838
446,468.7854953336795,464.6304521982389,454.9384446897386
447,469.22769408818095,464.54071366196473,455.0002475373632
448,469.08749066506977,464.06927870411477,454.3261886949428
449,468.9522264629482,464.46611747837443,454.38806991685993
450,468.7325883210649,464.3760236820388,454.05776856259865
451,468.61375421229195,464.7676126129686,454.2765032658827
452,468.4335533075855,464.1149295861053,454.55273373300366
453,468.3223106130305,464.3444824343517,455.1756732621279
454,468.3361703880664,463.997792399335,455.1419398638226
455,468.48894755768384,464.2398272511784,455.3795088920369
456,468.8142025622666,463.88508242129706,455.28938825591706
457,469.0999869273474,464.0252514629253,454.63189468343904
458,469.64127546583103,464.0257015169223,454.80133593462045
459,469.33752598610977,463.7479712284202,454.89886861289915
460,469.1314583832121,463.89357751256244,454.8724186372588
461,469.92427026710186,463.8068435455041,454.579764655413
462,469.97423929932734,463.9254286586208,454.0260231020575
463,470.51178970328317,464.1584199582089,454.31246959983724
464,470.8562432830638,463.89167293232555,454.13050687154197
465,471.56680711185413,463.65232668176924,454.3185212250108
466,471.12604868269847,463.58527845810875,454.5609556685594
467,471.4536622035701,462.9258192461595,454.8738411472006
468,471.4103607599883,463.0006010227727,454.7365872674793
469,471.35256995631767,463.02438489505096,454.4857251608402
470,471.2085165270615,462.2564002288572,454.6410521113705
471,470.7371792736579,462.2714169509473,454.5996893871792
472,471.3867942221565,462.50500247890244,454.7038368690471
473,471.33873645046083,462.5132689980156,454.5138870209274
474,471.5316305227922,462.6206828337248,454.8459575140787
475,471.5953321512545,462.61377463747556,455.07018186365383
476,471.62190572922907,463.1936715238217,454.3661955284542
477,471.9142730467635,463.24077704993016,454.8133181826273
478,471.8171644155237,462.96444281043216,455.1388059785274
479,471.9730608364447,463.2203113757725,454.7431937260842
480,472.3007405656947,463.1835114348195,453.78682714411383
481,472.0499187570514,462.744868879793,454.2333465027992
482,472.0490872511972,462.64954951476506,454.70198283994813
483,471.79550893291866,462.18654828284764,455.1111218461686
484,471.9047964327908,461.9760742236413,455.6255206243349
485,472.5901891617197,461.73645629896885,455.25992710247016
486,472.0864946121483,461.44539863516314,455.2249736675157
487,472.00002152362305,460.99874207278486,454.7888096390097
488,471.77209120746335,460.75366898611327,455.07657741215047
489,471.4412508853729,460.3894560493304,455.03626606993345
490,472.06502172502337,460.49662767428686,454.8293163184039
491,471.32904888037086,460.63369040091885,454.9350098476927
492,471.3968034717275,460.7792598505579,454.52292072654177
493,471.81142620559535,460.5918780810224,454.64595490892316
494,471.6394723689803,460.7929273687957,455.05209558430244
495,471.73208617346535,460.87462621837636,455.46776588872285
496,471.88649479148773,461.4762180828875,455.3253788456766
497,471.802522420785,461.140610729694,455.4286868282585
498,471.7406545971067,461.02937998348403,455.3868310387751
499,471.27529342065907,460.5729118489947,455.0528136625751
500,471.7016473065731,460.19876375074523,454.6453405826953
501,471.80699635514816,459.64976591048884,455.37938462576335
502,472.394327855924,460.05795512319713,454.7234206398578
503,472.30173781894706,460.15645112181835,455.01557309342104
504,472.49700691937943,459.9324205578361,454.4867723771469
505,472.27865877264935,459.6340605182098,454.4468205392841
506,471.75649369616696,459.3231315252845,454.1311106590122
507,471.92356875523757,458.4308454613699,454.5449655645408
508,472.196696280917,458.50037190907966,454.83821868706946
509,471.7526353566749,458.3114208877063,455.48724464898174
510,472.494093833115,458.7385452809145,455.18455155923454
